[1 ]  #SUP: 0.1218460117374887
[1 8 10 15 16 19 ]  #SUP: 0.005652711532650403
[1 8 10 15 17 ]  #SUP: 0.011943927996128768
[1 8 10 15 17 18 ]  #SUP: 0.0073913092122507365
[1 8 10 15 17 18 19 ]  #SUP: 0.005652711532650403
[1 8 10 15 17 19 ]  #SUP: 0.005652711532650403
[1 8 10 15 18 ]  #SUP: 0.0073913092122507365
[1 8 10 15 18 19 ]  #SUP: 0.005652711532650403
[1 8 10 15 19 ]  #SUP: 0.005652711532650403
[1 8 10 16 ]  #SUP: 0.02729384342173684
[1 8 10 16 17 ]  #SUP: 0.011943927996128768
[1 8 10 16 17 18 ]  #SUP: 0.0073913092122507365
[1 8 10 16 17 18 19 ]  #SUP: 0.005652711532650403
[1 8 10 16 17 19 ]  #SUP: 0.005652711532650403
[1 8 10 16 18 ]  #SUP: 0.0073913092122507365
[1 8 10 16 18 19 ]  #SUP: 0.005652711532650403
[1 8 10 16 19 ]  #SUP: 0.005652711532650403
[1 8 10 17 ]  #SUP: 0.011943927996128768
[1 8 10 17 18 ]  #SUP: 0.0073913092122507365
[1 8 10 17 18 19 ]  #SUP: 0.005652711532650403
[1 8 10 17 19 ]  #SUP: 0.005652711532650403
[1 8 10 18 ]  #SUP: 0.0073913092122507365
[1 8 10 18 19 ]  #SUP: 0.005652711532650403
[1 8 10 11 ]  #SUP: 0.004507083287138298
[1 8 10 11 12 ]  #SUP: 0.004507083287138298
[1 8 10 19 ]  #SUP: 0.005652711532650403
[1 8 12 ]  #SUP: 0.09443349272642212
[1 8 12 14 ]  #SUP: 0.07357826286879379
[1 8 12 14 16 ]  #SUP: 0.0726976770896751
[1 8 12 14 16 17 ]  #SUP: 0.04914995709634194
[1 8 12 14 16 17 18 ]  #SUP: 0.022829673102560132
[1 8 12 14 16 17 18 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 16 17 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 16 18 ]  #SUP: 0.022829673102560132
[1 8 12 14 16 18 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 16 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 15 ]  #SUP: 0.05989023001539505
[1 8 12 14 15 16 ]  #SUP: 0.0590096442362764
[1 8 12 14 15 16 17 ]  #SUP: 0.035466879235835795
[1 8 12 14 15 16 17 18 ]  #SUP: 0.00931102830458431
[1 8 12 14 15 16 18 ]  #SUP: 0.00931102830458431
[1 8 12 14 15 17 ]  #SUP: 0.035466879235835795
[1 8 12 14 15 17 18 ]  #SUP: 0.00931102830458431
[1 8 12 14 15 18 ]  #SUP: 0.00931102830458431
[1 8 12 14 17 ]  #SUP: 0.04914995709634194
[1 8 12 14 17 18 ]  #SUP: 0.022829673102560132
[1 8 12 14 17 18 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 17 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 18 ]  #SUP: 0.022829673102560132
[1 8 12 14 18 21 ]  #SUP: 0.006534114836809128
[1 8 12 14 21 ]  #SUP: 0.006534114836809128
[1 8 12 15 ]  #SUP: 0.06543802838035138
[1 8 12 15 16 ]  #SUP: 0.06455744260123274
[1 8 12 15 16 17 ]  #SUP: 0.0410146776007921
[1 8 12 15 16 17 18 ]  #SUP: 0.0147076270883902
[1 8 12 15 16 17 18 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 16 17 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 16 18 ]  #SUP: 0.0147076270883902
[1 8 12 15 16 18 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 16 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 17 ]  #SUP: 0.0410146776007921
[1 8 12 15 17 18 ]  #SUP: 0.0147076270883902
[1 8 12 15 17 18 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 17 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 18 ]  #SUP: 0.0147076270883902
[1 8 12 15 18 19 ]  #SUP: 0.006478343184116347
[1 8 12 15 19 ]  #SUP: 0.006478343184116347
[1 8 12 16 ]  #SUP: 0.08904582366016511
[1 8 12 16 17 ]  #SUP: 0.06547544594298466
[1 8 12 16 17 18 ]  #SUP: 0.039152695418994125
[1 8 12 16 17 18 21 ]  #SUP: 0.016362415519096188
[1 8 12 16 17 18 19 ]  #SUP: 0.010970310598929561
[1 8 12 16 17 18 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 17 21 ]  #SUP: 0.016362415519096188
[1 8 12 16 17 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 17 19 ]  #SUP: 0.010970310598929561
[1 8 12 16 17 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 16 17 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 17 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 18 ]  #SUP: 0.039152695418994125
[1 8 12 16 18 21 ]  #SUP: 0.016362415519096188
[1 8 12 16 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 18 19 ]  #SUP: 0.010970310598929561
[1 8 12 16 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 16 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 18 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 21 ]  #SUP: 0.016362415519096188
[1 8 12 16 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 19 ]  #SUP: 0.010970310598929561
[1 8 12 16 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 16 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 16 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 ]  #SUP: 0.06547544594298466
[1 8 12 17 18 ]  #SUP: 0.039152695418994125
[1 8 12 17 18 21 ]  #SUP: 0.016362415519096188
[1 8 12 17 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 18 19 ]  #SUP: 0.010970310598929561
[1 8 12 17 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 17 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 18 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 21 ]  #SUP: 0.016362415519096188
[1 8 12 17 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 19 ]  #SUP: 0.010970310598929561
[1 8 12 17 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 17 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 17 22 ]  #SUP: 0.0054225122339732566
[1 8 12 18 ]  #SUP: 0.039152695418994125
[1 8 12 18 21 ]  #SUP: 0.016362415519096188
[1 8 12 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 18 19 ]  #SUP: 0.010970310598929561
[1 8 12 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 18 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 18 22 ]  #SUP: 0.0054225122339732566
[1 8 12 21 ]  #SUP: 0.016362415519096188
[1 8 12 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 19 ]  #SUP: 0.010970310598929561
[1 8 12 19 21 ]  #SUP: 0.0054225122339732566
[1 8 12 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 12 19 22 ]  #SUP: 0.0054225122339732566
[1 8 12 13 ]  #SUP: 0.005414848309753488
[1 8 12 13 14 ]  #SUP: 0.005414848309753488
[1 8 12 13 14 15 ]  #SUP: 0.005414848309753488
[1 8 12 13 14 15 16 ]  #SUP: 0.005414848309753488
[1 8 12 13 14 16 ]  #SUP: 0.005414848309753488
[1 8 12 13 15 ]  #SUP: 0.005414848309753488
[1 8 12 13 15 16 ]  #SUP: 0.005414848309753488
[1 8 12 13 16 ]  #SUP: 0.005414848309753488
[1 8 12 22 ]  #SUP: 0.0054225122339732566
[1 8 14 ]  #SUP: 0.07357826286879379
[1 8 14 15 ]  #SUP: 0.05989023001539505
[1 8 14 15 16 ]  #SUP: 0.0590096442362764
[1 8 14 15 16 17 ]  #SUP: 0.035466879235835795
[1 8 14 15 16 17 18 ]  #SUP: 0.00931102830458431
[1 8 14 15 16 18 ]  #SUP: 0.00931102830458431
[1 8 14 15 17 ]  #SUP: 0.035466879235835795
[1 8 14 15 17 18 ]  #SUP: 0.00931102830458431
[1 8 14 15 18 ]  #SUP: 0.00931102830458431
[1 8 14 16 ]  #SUP: 0.0726976770896751
[1 8 14 16 17 ]  #SUP: 0.04914995709634194
[1 8 14 16 17 18 ]  #SUP: 0.022829673102560132
[1 8 14 16 17 18 21 ]  #SUP: 0.006534114836809128
[1 8 14 16 17 21 ]  #SUP: 0.006534114836809128
[1 8 14 16 18 ]  #SUP: 0.022829673102560132
[1 8 14 16 18 21 ]  #SUP: 0.006534114836809128
[1 8 14 16 21 ]  #SUP: 0.006534114836809128
[1 8 14 17 ]  #SUP: 0.04914995709634194
[1 8 14 17 18 ]  #SUP: 0.022829673102560132
[1 8 14 17 18 21 ]  #SUP: 0.006534114836809128
[1 8 14 17 21 ]  #SUP: 0.006534114836809128
[1 8 14 18 ]  #SUP: 0.022829673102560132
[1 8 14 18 21 ]  #SUP: 0.006534114836809128
[1 8 14 21 ]  #SUP: 0.006534114836809128
[1 8 15 ]  #SUP: 0.06543802838035138
[1 8 15 16 ]  #SUP: 0.06455744260123274
[1 8 15 16 17 ]  #SUP: 0.0410146776007921
[1 8 15 16 17 18 ]  #SUP: 0.0147076270883902
[1 8 15 16 17 18 19 ]  #SUP: 0.006478343184116347
[1 8 15 16 17 19 ]  #SUP: 0.006478343184116347
[1 8 15 16 18 ]  #SUP: 0.0147076270883902
[1 8 15 16 18 19 ]  #SUP: 0.006478343184116347
[1 8 15 16 19 ]  #SUP: 0.006478343184116347
[1 8 15 17 ]  #SUP: 0.0410146776007921
[1 8 15 17 18 ]  #SUP: 0.0147076270883902
[1 8 15 17 18 19 ]  #SUP: 0.006478343184116347
[1 8 15 17 19 ]  #SUP: 0.006478343184116347
[1 8 15 18 ]  #SUP: 0.0147076270883902
[1 8 15 18 19 ]  #SUP: 0.006478343184116347
[1 8 15 19 ]  #SUP: 0.006478343184116347
[1 8 16 ]  #SUP: 0.08904582366016511
[1 8 16 17 ]  #SUP: 0.06547544594298466
[1 8 16 17 18 ]  #SUP: 0.039152695418994125
[1 8 16 17 18 21 ]  #SUP: 0.016362415519096188
[1 8 16 17 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 17 18 19 ]  #SUP: 0.010970310598929561
[1 8 16 17 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 16 17 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 16 17 18 22 ]  #SUP: 0.0054225122339732566
[1 8 16 17 21 ]  #SUP: 0.016362415519096188
[1 8 16 17 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 17 19 ]  #SUP: 0.010970310598929561
[1 8 16 17 19 21 ]  #SUP: 0.0054225122339732566
[1 8 16 17 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 17 19 22 ]  #SUP: 0.0054225122339732566
[1 8 16 17 22 ]  #SUP: 0.0054225122339732566
[1 8 16 18 ]  #SUP: 0.039152695418994125
[1 8 16 18 21 ]  #SUP: 0.016362415519096188
[1 8 16 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 18 19 ]  #SUP: 0.010970310598929561
[1 8 16 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 16 18 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 16 18 22 ]  #SUP: 0.0054225122339732566
[1 8 16 21 ]  #SUP: 0.016362415519096188
[1 8 16 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 19 ]  #SUP: 0.010970310598929561
[1 8 16 19 21 ]  #SUP: 0.0054225122339732566
[1 8 16 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 16 19 22 ]  #SUP: 0.0054225122339732566
[1 8 16 22 ]  #SUP: 0.0054225122339732566
[1 8 17 ]  #SUP: 0.06547544594298466
[1 8 17 18 ]  #SUP: 0.039152695418994125
[1 8 17 18 21 ]  #SUP: 0.016362415519096188
[1 8 17 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 17 18 19 ]  #SUP: 0.010970310598929561
[1 8 17 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 17 18 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 17 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 17 18 22 ]  #SUP: 0.0054225122339732566
[1 8 17 21 ]  #SUP: 0.016362415519096188
[1 8 17 21 22 ]  #SUP: 0.0054225122339732566
[1 8 17 19 ]  #SUP: 0.010970310598929561
[1 8 17 19 21 ]  #SUP: 0.0054225122339732566
[1 8 17 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 17 19 22 ]  #SUP: 0.0054225122339732566
[1 8 17 22 ]  #SUP: 0.0054225122339732566
[1 8 18 ]  #SUP: 0.039152695418994125
[1 8 18 21 ]  #SUP: 0.016362415519096188
[1 8 18 21 22 ]  #SUP: 0.0054225122339732566
[1 8 18 19 ]  #SUP: 0.010970310598929561
[1 8 18 19 21 ]  #SUP: 0.0054225122339732566
[1 8 18 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 18 19 22 ]  #SUP: 0.0054225122339732566
[1 8 18 22 ]  #SUP: 0.0054225122339732566
[1 8 21 ]  #SUP: 0.016362415519096188
[1 8 21 22 ]  #SUP: 0.0054225122339732566
[1 8 9 ]  #SUP: 0.016337909792191428
[1 8 9 12 ]  #SUP: 0.016337909792191428
[1 8 9 12 14 ]  #SUP: 0.011830826505053127
[1 8 9 12 14 16 ]  #SUP: 0.011830826505053127
[1 8 9 12 14 16 17 ]  #SUP: 0.005491427021048232
[1 8 9 12 14 16 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 14 17 ]  #SUP: 0.005491427021048232
[1 8 9 12 14 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 14 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 14 15 ]  #SUP: 0.0074223112040475445
[1 8 9 12 14 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 12 16 ]  #SUP: 0.011830826505053127
[1 8 9 12 16 17 ]  #SUP: 0.005491427021048232
[1 8 9 12 16 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 16 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 17 ]  #SUP: 0.005491427021048232
[1 8 9 12 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 18 ]  #SUP: 0.005491427021048232
[1 8 9 12 15 ]  #SUP: 0.0074223112040475445
[1 8 9 12 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 14 ]  #SUP: 0.011830826505053127
[1 8 9 14 16 ]  #SUP: 0.011830826505053127
[1 8 9 14 16 17 ]  #SUP: 0.005491427021048232
[1 8 9 14 16 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 14 16 18 ]  #SUP: 0.005491427021048232
[1 8 9 14 17 ]  #SUP: 0.005491427021048232
[1 8 9 14 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 14 18 ]  #SUP: 0.005491427021048232
[1 8 9 14 15 ]  #SUP: 0.0074223112040475445
[1 8 9 14 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 16 ]  #SUP: 0.011830826505053127
[1 8 9 16 17 ]  #SUP: 0.005491427021048232
[1 8 9 16 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 16 18 ]  #SUP: 0.005491427021048232
[1 8 9 10 ]  #SUP: 0.01105759735510296
[1 8 9 10 12 ]  #SUP: 0.01105759735510296
[1 8 9 10 12 14 ]  #SUP: 0.007432871716422875
[1 8 9 10 12 14 15 ]  #SUP: 0.0074223112040475445
[1 8 9 10 12 14 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 10 12 14 16 ]  #SUP: 0.007432871716422875
[1 8 9 10 12 15 ]  #SUP: 0.0074223112040475445
[1 8 9 10 12 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 10 12 16 ]  #SUP: 0.007432871716422875
[1 8 9 10 14 ]  #SUP: 0.007432871716422875
[1 8 9 10 14 15 ]  #SUP: 0.0074223112040475445
[1 8 9 10 14 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 10 14 16 ]  #SUP: 0.007432871716422875
[1 8 9 10 15 ]  #SUP: 0.0074223112040475445
[1 8 9 10 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 10 16 ]  #SUP: 0.007432871716422875
[1 8 9 10 11 ]  #SUP: 0.004507083287138298
[1 8 9 10 11 12 ]  #SUP: 0.004507083287138298
[1 8 9 15 ]  #SUP: 0.0074223112040475445
[1 8 9 15 16 ]  #SUP: 0.0074223112040475445
[1 8 9 17 ]  #SUP: 0.005491427021048232
[1 8 9 17 18 ]  #SUP: 0.005491427021048232
[1 8 9 18 ]  #SUP: 0.005491427021048232
[1 8 9 11 ]  #SUP: 0.004507083287138298
[1 8 9 11 12 ]  #SUP: 0.004507083287138298
[1 8 13 ]  #SUP: 0.005414848309753488
[1 8 13 14 ]  #SUP: 0.005414848309753488
[1 8 13 14 15 ]  #SUP: 0.005414848309753488
[1 8 13 14 15 16 ]  #SUP: 0.005414848309753488
[1 8 13 14 16 ]  #SUP: 0.005414848309753488
[1 8 13 15 ]  #SUP: 0.005414848309753488
[1 8 13 15 16 ]  #SUP: 0.005414848309753488
[1 8 13 16 ]  #SUP: 0.005414848309753488
[1 8 19 ]  #SUP: 0.010970310598929561
[1 8 19 21 ]  #SUP: 0.0054225122339732566
[1 8 19 21 22 ]  #SUP: 0.0054225122339732566
[1 8 19 22 ]  #SUP: 0.0054225122339732566
[1 8 22 ]  #SUP: 0.0054225122339732566
[1 8 11 ]  #SUP: 0.004507083287138298
[1 8 11 12 ]  #SUP: 0.004507083287138298
[1 10 ]  #SUP: 0.048288119194344205
[1 10 12 ]  #SUP: 0.048288119194344205
[1 10 12 14 ]  #SUP: 0.03823323754224961
[1 10 12 14 15 ]  #SUP: 0.03823323754224961
[1 10 12 14 15 16 ]  #SUP: 0.03823323754224961
[1 10 12 14 15 16 17 ]  #SUP: 0.021950178685799314
[1 10 12 14 15 16 17 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 15 16 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 15 17 ]  #SUP: 0.021950178685799314
[1 10 12 14 15 17 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 15 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 16 ]  #SUP: 0.03823323754224961
[1 10 12 14 16 17 ]  #SUP: 0.021950178685799314
[1 10 12 14 16 17 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 16 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 17 ]  #SUP: 0.021950178685799314
[1 10 12 14 17 18 ]  #SUP: 0.011082003504271073
[1 10 12 14 18 ]  #SUP: 0.011082003504271073
[1 10 12 15 ]  #SUP: 0.043781035907205904
[1 10 12 15 16 ]  #SUP: 0.043781035907205904
[1 10 12 15 16 17 ]  #SUP: 0.027497977050755622
[1 10 12 15 16 17 18 ]  #SUP: 0.016582376548662046
[1 10 12 15 16 17 19 ]  #SUP: 0.005652711532650403
[1 10 12 15 16 18 ]  #SUP: 0.016582376548662046
[1 10 12 15 16 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 15 16 19 ]  #SUP: 0.005652711532650403
[1 10 12 15 17 ]  #SUP: 0.027497977050755622
[1 10 12 15 17 18 ]  #SUP: 0.016582376548662046
[1 10 12 15 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 15 17 19 ]  #SUP: 0.005652711532650403
[1 10 12 15 18 ]  #SUP: 0.016582376548662046
[1 10 12 15 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 15 19 ]  #SUP: 0.005652711532650403
[1 10 12 16 ]  #SUP: 0.043781035907205904
[1 10 12 16 17 ]  #SUP: 0.027497977050755622
[1 10 12 16 17 18 ]  #SUP: 0.016582376548662046
[1 10 12 16 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 16 17 19 ]  #SUP: 0.005652711532650403
[1 10 12 16 18 ]  #SUP: 0.016582376548662046
[1 10 12 16 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 16 19 ]  #SUP: 0.005652711532650403
[1 10 12 17 ]  #SUP: 0.027497977050755622
[1 10 12 17 18 ]  #SUP: 0.016582376548662046
[1 10 12 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 17 19 ]  #SUP: 0.005652711532650403
[1 10 12 18 ]  #SUP: 0.016582376548662046
[1 10 12 18 19 ]  #SUP: 0.005652711532650403
[1 10 12 19 ]  #SUP: 0.005652711532650403
[1 10 14 ]  #SUP: 0.03823323754224961
[1 10 14 15 ]  #SUP: 0.03823323754224961
[1 10 14 15 16 ]  #SUP: 0.03823323754224961
[1 10 14 15 16 17 ]  #SUP: 0.021950178685799314
[1 10 14 15 16 17 18 ]  #SUP: 0.011082003504271073
[1 10 14 15 16 18 ]  #SUP: 0.011082003504271073
[1 10 14 15 17 ]  #SUP: 0.021950178685799314
[1 10 14 15 17 18 ]  #SUP: 0.011082003504271073
[1 10 14 15 18 ]  #SUP: 0.011082003504271073
[1 10 14 16 ]  #SUP: 0.03823323754224961
[1 10 14 16 17 ]  #SUP: 0.021950178685799314
[1 10 14 16 17 18 ]  #SUP: 0.011082003504271073
[1 10 14 16 18 ]  #SUP: 0.011082003504271073
[1 10 14 17 ]  #SUP: 0.021950178685799314
[1 10 14 17 18 ]  #SUP: 0.011082003504271073
[1 10 14 18 ]  #SUP: 0.011082003504271073
[1 10 15 ]  #SUP: 0.043781035907205904
[1 10 15 16 ]  #SUP: 0.043781035907205904
[1 10 15 16 17 ]  #SUP: 0.027497977050755622
[1 10 15 16 17 18 ]  #SUP: 0.016582376548662046
[1 10 15 16 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 15 16 17 19 ]  #SUP: 0.005652711532650403
[1 10 15 16 18 ]  #SUP: 0.016582376548662046
[1 10 15 16 18 19 ]  #SUP: 0.005652711532650403
[1 10 15 16 19 ]  #SUP: 0.005652711532650403
[1 10 15 17 ]  #SUP: 0.027497977050755622
[1 10 15 17 18 ]  #SUP: 0.016582376548662046
[1 10 15 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 15 17 19 ]  #SUP: 0.005652711532650403
[1 10 15 18 ]  #SUP: 0.016582376548662046
[1 10 15 18 19 ]  #SUP: 0.005652711532650403
[1 10 15 19 ]  #SUP: 0.005652711532650403
[1 10 16 ]  #SUP: 0.043781035907205904
[1 10 16 17 ]  #SUP: 0.027497977050755622
[1 10 16 17 18 ]  #SUP: 0.016582376548662046
[1 10 16 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 16 17 19 ]  #SUP: 0.005652711532650403
[1 10 16 18 ]  #SUP: 0.016582376548662046
[1 10 16 18 19 ]  #SUP: 0.005652711532650403
[1 10 16 19 ]  #SUP: 0.005652711532650403
[1 10 17 ]  #SUP: 0.027497977050755622
[1 10 17 18 ]  #SUP: 0.016582376548662046
[1 10 17 18 19 ]  #SUP: 0.005652711532650403
[1 10 17 19 ]  #SUP: 0.005652711532650403
[1 10 18 ]  #SUP: 0.016582376548662046
[1 10 18 19 ]  #SUP: 0.005652711532650403
[1 10 11 ]  #SUP: 0.004507083287138298
[1 10 11 12 ]  #SUP: 0.004507083287138298
[1 10 19 ]  #SUP: 0.005652711532650403
[1 12 ]  #SUP: 0.1218460117374887
[1 12 14 ]  #SUP: 0.09545680984396583
[1 12 14 15 ]  #SUP: 0.08176877699056709
[1 12 14 15 16 ]  #SUP: 0.08088819121144844
[1 12 14 15 16 17 ]  #SUP: 0.055590467451541045
[1 12 14 15 16 17 18 ]  #SUP: 0.023752512738272717
[1 12 14 15 16 18 ]  #SUP: 0.023752512738272717
[1 12 14 15 17 ]  #SUP: 0.055590467451541045
[1 12 14 15 17 18 ]  #SUP: 0.023752512738272717
[1 12 14 15 18 ]  #SUP: 0.023752512738272717
[1 12 14 16 ]  #SUP: 0.09457622406484711
[1 12 14 16 17 ]  #SUP: 0.06927354531204717
[1 12 14 16 17 18 ]  #SUP: 0.03742235711739894
[1 12 14 16 17 18 21 ]  #SUP: 0.006534114836809128
[1 12 14 16 17 21 ]  #SUP: 0.006534114836809128
[1 12 14 16 18 ]  #SUP: 0.03742235711739894
[1 12 14 16 18 21 ]  #SUP: 0.006534114836809128
[1 12 14 16 21 ]  #SUP: 0.006534114836809128
[1 12 14 17 ]  #SUP: 0.06927354531204717
[1 12 14 17 18 ]  #SUP: 0.03742235711739894
[1 12 14 17 18 21 ]  #SUP: 0.006534114836809128
[1 12 14 17 21 ]  #SUP: 0.006534114836809128
[1 12 14 18 ]  #SUP: 0.03742235711739894
[1 12 14 18 21 ]  #SUP: 0.006534114836809128
[1 12 14 21 ]  #SUP: 0.006534114836809128
[1 12 15 ]  #SUP: 0.09285054739141788
[1 12 15 16 ]  #SUP: 0.09196996161229924
[1 12 15 16 17 ]  #SUP: 0.06667223785239189
[1 12 15 16 17 18 ]  #SUP: 0.03483428313912353
[1 12 15 16 17 18 21 ]  #SUP: 0.006464516855054557
[1 12 15 16 17 18 19 ]  #SUP: 0.006478343184116347
[1 12 15 16 17 21 ]  #SUP: 0.006464516855054557
[1 12 15 16 17 19 ]  #SUP: 0.006478343184116347
[1 12 15 16 18 ]  #SUP: 0.03483428313912353
[1 12 15 16 18 21 ]  #SUP: 0.006464516855054557
[1 12 15 16 18 19 ]  #SUP: 0.006478343184116347
[1 12 15 16 21 ]  #SUP: 0.006464516855054557
[1 12 15 16 19 ]  #SUP: 0.006478343184116347
[1 12 15 17 ]  #SUP: 0.06667223785239189
[1 12 15 17 18 ]  #SUP: 0.03483428313912353
[1 12 15 17 18 21 ]  #SUP: 0.006464516855054557
[1 12 15 17 18 19 ]  #SUP: 0.006478343184116347
[1 12 15 17 21 ]  #SUP: 0.006464516855054557
[1 12 15 17 19 ]  #SUP: 0.006478343184116347
[1 12 15 18 ]  #SUP: 0.03483428313912353
[1 12 15 18 21 ]  #SUP: 0.006464516855054557
[1 12 15 18 19 ]  #SUP: 0.006478343184116347
[1 12 15 21 ]  #SUP: 0.006464516855054557
[1 12 15 19 ]  #SUP: 0.006478343184116347
[1 12 16 ]  #SUP: 0.11645834267123162
[1 12 16 17 ]  #SUP: 0.0911330061945844
[1 12 16 17 18 ]  #SUP: 0.059281817999936225
[1 12 16 17 18 21 ]  #SUP: 0.0218963875549907
[1 12 16 17 18 21 22 ]  #SUP: 0.0054225122339732566
[1 12 16 17 18 19 ]  #SUP: 0.010970310598929561
[1 12 16 17 18 19 21 ]  #SUP: 0.0054225122339732566
[1 12 16 17 18 19 22 ]  #SUP: 0.0054225122339732566
[1 12 16 17 18 22 ]  #SUP: 0.0054225122339732566
[1 12 16 17 21 ]  #SUP: 0.0218963875549907
[1 12 16 17 21 22 ]  #SUP: 0.0054225122339732566
[1 12 16 17 19 ]  #SUP: 0.010970310598929561
[1 12 16 17 19 21 ]  #SUP: 0.0054225122339732566
[1 12 16 17 19 21 22 ]  #SUP: 0.0054225122339732566
[1 12 16 17 19 22 ]  #SUP: 0.0054225122339732566
[1 12 16 17 22 ]  #SUP: 0.0054225122339732566
[1 12 16 18 ]  #SUP: 0.059281817999936225
[1 12 16 18 21 ]  #SUP: 0.0218963875549907
[1 12 16 18 21 22 ]  #SUP: 0.0054225122339732566
[1 12 16 18 19 ]  #SUP: 0.010970310598929561
